campaign_id,campaign_name,channel,impressions,clicks,conversions,spend,revenue,campaign_date
1425,Valentine Offer,Facebook,16146,1489,188,3198.85,15830.08,25-01-2025
1426,Flash Sale,Email,46232,1687,129,1415.46,3616.88,14-09-2025
1427,Festival Offer,LinkedIn,30543,1898,248,20141.42,51404.56,12-12-2025
1428,Retargeting,Google Ads,17763,1033,82,44929.05,139891,13-01-2025
1429,Flash Sale,Google Ads,81962,7899,724,29731.55,131939.79,19-03-2025
1430,Winter Sale,Google Ads,94440,9475,445,44374.99,68981.16,15-12-2025
1431,Retargeting,YouTube,90749,4121,516,36209.17,180140.01,08-11-2025
1432,Flash Sale,Instagram,90379,10380,1010,22926.53,38941.88,16-11-2025
1433,Winter Sale,YouTube,61479,1556,228,38934.58,104072.53,07-11-2025
1434,Summer Sale,Google Ads,14830,608,90,31761.69,98162.26,08-06-2025
1435,Festival Offer,Instagram,76714,8640,437,25446.7,74514.8,24-03-2025
1436,Festival Offer,LinkedIn,13934,851,98,18803.09,28939.29,24-08-2025
1437,Festival Offer,Facebook,38809,2714,212,38394.17,110566.47,19-10-2025
1438,Mega Sale,LinkedIn,68997,1703,144,43091.16,117361.75,08-03-2025
1439,Retargeting,Email,62780,4259,448,19310.47,73232.32,15-05-2025
1440,Retargeting,Facebook,94463,2588,106,37311.09,79483.96,21-03-2025
1441,New Launch,Google Ads,18801,971,77,8752.08,23781.73,18-07-2025
1442,Retargeting,Email,65591,6792,298,18097.96,53936.57,25-02-2025
1443,Special Discount,Google Ads,16248,693,33,45955.56,216242.27,25-07-2025
1444,Winter Sale,LinkedIn,48086,1489,125,17778.75,62165.24,01-09-2025
1445,Valentine Offer,Google Ads,19984,969,87,2875.83,5152.96,24-11-2025
1446,Special Discount,Facebook,32979,1970,204,2534.84,8831.62,05-07-2025
1447,Special Discount,Instagram,61375,5105,371,3649.8,16418.55,10-05-2025
1448,New Launch,Instagram,88320,4651,224,7945.16,17803.83,31-12-2025
1449,Festival Offer,Facebook,64168,4721,678,11491.14,52786.61,17-02-2025
1450,Special Discount,Email,61168,4024,505,15548.34,30392.34,01-09-2025
1451,Brand Awareness,LinkedIn,75189,7145,1016,8873.77,34141.14,20-10-2025
1452,New Launch,LinkedIn,56005,1201,179,39370.55,136579.94,08-12-2025
1453,Brand Awareness,Facebook,80823,6666,347,16862.9,83440.97,19-03-2025
1454,Special Discount,Instagram,65117,2510,330,43350.77,70735.72,24-09-2025
1455,Valentine Offer,LinkedIn,99671,2053,176,47222.86,210501.32,24-10-2025
1456,Retargeting,Google Ads,17772,429,25,37539.67,71817.01,04-11-2025
1457,Mega Sale,Facebook,54487,2859,263,11278.39,21726.74,09-07-2025
1458,New Launch,LinkedIn,52683,1185,112,44936.09,139657.94,13-09-2025
1459,Retargeting,Email,90054,9272,1125,21108.95,53583.01,25-09-2025
1460,Retargeting,YouTube,49017,1908,102,23482.35,61473.54,25-03-2025
1461,Special Discount,LinkedIn,76141,5092,542,14966.37,55472.87,26-05-2025
1462,Summer Sale,YouTube,97024,3565,150,40491.05,64562.4,30-07-2025
1463,Valentine Offer,YouTube,18588,1387,200,46434.22,73313.5,25-10-2025
1464,Valentine Offer,YouTube,9277,868,63,42733.56,85685.5,15-07-2025
1465,Valentine Offer,Email,20007,800,84,47577.02,120480.81,27-11-2025
1466,Retargeting,Instagram,97253,8429,259,47041.22,196272.2,18-05-2025
1467,Special Discount,LinkedIn,91334,6159,498,42085.72,177665.93,04-05-2025
1468,Brand Awareness,YouTube,5544,534,20,1760.97,3139.5,04-11-2025
1469,Winter Sale,YouTube,46611,3677,197,47998.87,238686.41,20-07-2025
1470,Mega Sale,Email,30252,3129,422,20272.57,28300.67,07-03-2025
1471,Retargeting,Google Ads,88397,8163,989,9512.15,44096.91,12-08-2025
1472,Special Discount,LinkedIn,35273,1112,65,25708.6,92537.49,14-05-2025
1473,Special Discount,Facebook,77470,2851,250,10984.37,17074.2,18-11-2025
1474,New Launch,YouTube,82763,4162,138,31286.88,102181.56,15-07-2025
1475,Brand Awareness,Google Ads,8314,926,120,7396.85,21629.01,03-05-2025
1476,Special Discount,Instagram,90527,5443,467,10497.62,46123.77,04-12-2025
1477,Mega Sale,Facebook,11782,798,33,46813.82,167793.11,26-02-2025
1478,Festival Offer,Facebook,65178,6184,310,6246.76,14201.13,09-02-2025
1479,New Launch,Email,69781,8314,619,45723.24,91002.75,12-01-2025
1480,Special Discount,Email,59230,1786,177,48001.64,71521.88,10-06-2025
1481,Festival Offer,LinkedIn,88040,9147,603,9810.52,12150.65,18-10-2025
1482,Valentine Offer,YouTube,87734,2269,128,48819.88,242937.99,04-11-2025
1483,New Launch,Google Ads,76628,1573,87,26565.68,57570.59,07-11-2025
1484,Winter Sale,Instagram,8873,725,23,26381.75,107944.93,28-02-2025
1485,Festival Offer,Instagram,33437,788,64,7789.69,11817.6,21-05-2025
1486,Flash Sale,Email,68120,2994,136,18079.12,59583.16,11-09-2025
1487,Winter Sale,LinkedIn,62155,5442,572,46195.06,99335.73,24-05-2025
1488,Festival Offer,Google Ads,56488,1971,208,39864.51,136846.88,07-09-2025
1489,Brand Awareness,YouTube,61815,4890,579,30220.16,67462.3,25-02-2025
1490,New Launch,Email,84599,7966,677,10786.32,27408.89,27-03-2025
1491,Retargeting,Instagram,9424,711,53,29756.59,68892.44,23-07-2025
1492,Festival Offer,Instagram,8924,295,19,40642.98,115087.5,06-05-2025
1493,Brand Awareness,Facebook,14521,730,105,19211.35,33641.97,05-01-2025
1494,Brand Awareness,Google Ads,46758,1024,121,17114.6,50803.51,15-10-2025
1495,New Launch,YouTube,13681,1062,103,30488.29,97672.19,23-05-2025
1496,Special Discount,Instagram,98882,3202,389,44740.54,125392.1,13-06-2025
1497,Flash Sale,Email,30971,1426,54,40333.53,124827.18,03-03-2025
1498,Winter Sale,YouTube,21265,2279,155,30470.1,105013.68,11-01-2025
1499,Summer Sale,Email,42360,993,111,39381.98,133421.55,26-05-2025
1500,Summer Sale,Instagram,22178,2092,71,44895.65,210494.65,27-11-2025
1501,Flash Sale,Instagram,7132,213,21,5660.87,24056.15,12-06-2025
1502,Mega Sale,Facebook,50327,4285,209,28266.06,67557.68,21-07-2025
1503,New Launch,Instagram,44117,4605,643,42584.94,207609.23,13-11-2025
1504,New Launch,Instagram,18466,428,26,3343.88,4144.76,19-12-2025
1505,Brand Awareness,YouTube,99929,9136,737,9339.38,17991.45,03-01-2025
1506,Summer Sale,Instagram,95209,2764,214,44282.65,60387.78,08-02-2025
1507,Festival Offer,YouTube,39567,2139,258,14225.69,26278.93,24-08-2025
1508,Special Discount,LinkedIn,20715,931,67,43232.85,175591.62,17-08-2025
1509,Valentine Offer,Instagram,92586,3855,382,26851.86,91187.89,14-06-2025
1510,New Launch,Instagram,68269,3215,143,13926.79,32389.4,13-10-2025
1511,New Launch,Facebook,36768,3436,434,37028.15,73404.11,11-09-2025
1512,Special Discount,Google Ads,12899,692,21,33854.45,100851.44,07-09-2025
1513,Retargeting,Instagram,18701,1071,85,40885.78,167390.05,09-06-2025
1514,Festival Offer,Google Ads,97866,9395,596,42542.54,68132.29,06-07-2025
1515,New Launch,Instagram,55538,4816,669,10948.02,29787.14,05-08-2025
1516,New Launch,LinkedIn,26521,1788,200,32770.77,57666.76,26-02-2025
1517,Retargeting,Email,36531,797,81,10164.46,13301.49,30-06-2025
1518,Festival Offer,Email,39809,1280,178,5119.27,14536.68,15-09-2025
1519,New Launch,Facebook,61472,5389,502,3604.7,8059.52,29-11-2025
1520,Mega Sale,Instagram,55137,4563,334,15406.29,42062.72,29-09-2025
1521,Winter Sale,Facebook,84619,9779,1355,22244.7,84272.04,23-04-2025
1522,New Launch,YouTube,20097,509,72,2748.71,6078.71,21-02-2025
1523,Special Discount,Facebook,41105,2677,397,35276.1,96562.18,23-04-2025
1524,Brand Awareness,LinkedIn,95660,6308,696,11079.56,46376.44,28-05-2025
1525,Mega Sale,Email,97517,6668,951,1152.24,2193.06,06-06-2025
1526,Festival Offer,Instagram,95169,5812,348,16440.51,24067.72,22-08-2025
1527,Flash Sale,Facebook,23590,523,75,21968.2,28100.45,29-03-2025
1528,Summer Sale,Email,94024,2039,213,18255.04,54775.24,07-05-2025
1529,Flash Sale,Google Ads,66940,2234,90,41127.4,138007.66,26-09-2025
1530,Brand Awareness,Email,70948,2788,158,38987.57,61599.24,09-09-2025
1531,Valentine Offer,Facebook,50977,5489,427,33507.02,72490.43,30-06-2025
1532,Mega Sale,Email,44470,3622,373,38951.79,173586.06,27-02-2025
1533,Special Discount,Google Ads,40381,3615,373,36682.56,46908.32,04-12-2025
1534,Special Discount,Instagram,23564,1934,185,2514.33,8535.7,16-04-2025
1535,Retargeting,Email,16701,730,69,32297.95,157249.73,27-09-2025
1536,Mega Sale,Email,27931,1644,222,18093.41,44483.44,22-05-2025
1537,Mega Sale,Facebook,45543,2471,95,29396.32,113674.85,10-08-2025
1538,Valentine Offer,LinkedIn,64641,5934,533,15132.02,73904.57,17-03-2025
1539,Retargeting,LinkedIn,66121,6900,360,26636.12,61294.26,25-03-2025
1540,Valentine Offer,Facebook,44799,4883,441,4166.21,9665.45,22-04-2025
1541,Brand Awareness,LinkedIn,42095,1852,68,24929.96,30398.17,01-01-2025
1542,Retargeting,LinkedIn,11540,744,39,18160.69,41341.16,15-10-2025
1543,Winter Sale,Email,25321,858,116,14262.78,71092.46,27-10-2025
1544,Winter Sale,LinkedIn,15579,906,55,2574.7,12217.34,23-11-2025
1545,Flash Sale,Instagram,55625,4573,545,48378.43,76095.74,02-11-2025
1546,Mega Sale,Google Ads,45728,2333,292,34267.24,83112.57,16-12-2025
1547,Flash Sale,Facebook,31149,1646,83,21399.3,41903.85,02-06-2025
1548,Special Discount,Facebook,79273,9179,1219,27745.7,72934.31,12-03-2025
1549,Brand Awareness,Email,74018,5100,473,25686.94,97703.37,01-07-2025
1550,Retargeting,Facebook,61055,5042,581,48110.9,142065.67,04-08-2025
1551,Winter Sale,YouTube,16590,1878,91,31145.22,73162.67,20-09-2025
1552,Festival Offer,Email,53904,2120,213,3623.27,15983.72,10-12-2025
1553,Summer Sale,Instagram,5780,588,83,23550.82,33124.6,29-11-2025
1554,Brand Awareness,Facebook,19031,1062,55,41275.07,138217.2,04-03-2025
1555,Winter Sale,YouTube,81626,7156,737,37228.81,52175.32,15-03-2025
1556,Festival Offer,Instagram,78668,7638,736,7683.73,35354.37,18-11-2025
1557,New Launch,Facebook,45749,966,131,24762.8,94434.02,01-01-2025
1558,New Launch,Email,25056,2974,150,26471.31,56632.27,13-01-2025
1559,Special Discount,Email,71296,5060,551,3727,6197.57,05-04-2025
1560,Valentine Offer,LinkedIn,35792,4162,558,27789.24,120116.45,12-11-2025
1561,Winter Sale,Google Ads,21147,2192,139,32173.66,61202.98,19-09-2025
1562,New Launch,YouTube,96701,10890,736,24331.76,56015.06,10-09-2025
1563,Valentine Offer,Email,53147,3316,299,19905.22,84387.18,06-08-2025
1564,Summer Sale,YouTube,24420,602,54,23397.03,78239.54,05-06-2025
1565,Summer Sale,Instagram,9467,849,108,44767.83,159173.39,13-03-2025
1566,Brand Awareness,YouTube,66329,7249,686,14568.3,71831.39,15-09-2025
1567,New Launch,Google Ads,32627,2080,293,35605.01,95577.11,02-12-2025
1568,Festival Offer,Instagram,24844,1937,225,36241.25,90215.56,04-12-2025
1569,Special Discount,Email,44705,4121,157,45891.84,167574.48,07-11-2025
1570,Festival Offer,LinkedIn,91372,4782,662,38994.5,124651.72,15-06-2025
1571,Summer Sale,Facebook,82182,7346,818,31256.28,85465.32,23-03-2025
1572,Brand Awareness,Google Ads,35369,1102,60,25472.26,96321.43,02-05-2025
1573,Special Discount,Facebook,18819,2218,155,36679.99,97551.06,01-02-2025
1574,Valentine Offer,Instagram,85203,5807,291,2833.5,11474.97,07-11-2025
1575,Special Discount,Google Ads,87744,2236,156,16736.8,64523,23-11-2025
1576,Flash Sale,Google Ads,80206,6162,388,10590.18,32471.52,14-04-2025
1577,Mega Sale,Facebook,26245,2301,339,40624.94,78435.55,19-11-2025
1578,Summer Sale,Instagram,92642,3428,206,2628.72,4558.56,28-07-2025
1579,Retargeting,Email,79487,6066,254,17694.85,67116.08,08-04-2025
1580,Retargeting,Google Ads,32194,2979,331,25541.66,65249.84,04-02-2025
1581,Festival Offer,YouTube,62524,4752,527,43824.87,147373.36,02-06-2025
1582,Brand Awareness,Facebook,18226,605,81,12298.1,42867,25-04-2025
1583,Festival Offer,Instagram,42997,2918,286,35460.39,51709.08,08-02-2025
1584,Retargeting,Instagram,75047,6213,433,42806.57,202940.57,24-07-2025
1585,Valentine Offer,Instagram,86087,2649,358,35178.38,57035.52,01-12-2025
1586,Summer Sale,Google Ads,8929,211,16,21648.88,42473.86,15-04-2025
1587,Summer Sale,Google Ads,76707,8224,997,17150.85,69939.62,10-09-2025
1588,Summer Sale,Instagram,14556,1445,199,35451.45,145676.46,06-02-2025
1589,Valentine Offer,Google Ads,59557,6091,809,46538.82,212802.05,19-05-2025
1590,Brand Awareness,Email,99808,2679,133,2744.4,8586.94,02-09-2025
1591,Winter Sale,YouTube,44769,2760,92,46631.08,60627.14,08-11-2025
1592,Special Discount,LinkedIn,54727,1242,178,24626.49,65779.18,06-03-2025
1593,New Launch,YouTube,61324,6971,646,27927.7,45779.54,08-07-2025
1594,Winter Sale,Facebook,51109,2608,253,22389.72,31795.77,29-10-2025
1595,Retargeting,YouTube,6317,358,36,37626.31,172165.74,24-01-2025
1596,Festival Offer,Instagram,6952,394,14,4753.97,7993.9,23-01-2025
1597,Flash Sale,Google Ads,46173,3787,421,33105.24,70452.21,07-11-2025
1598,Retargeting,Google Ads,57142,5063,276,33172.92,49435.48,11-09-2025
1599,Flash Sale,Instagram,97439,7796,1152,45839.94,93380.16,10-10-2025
1600,Retargeting,YouTube,43362,2867,355,44755.95,107936.31,23-02-2025
1601,Flash Sale,Facebook,12077,950,80,35569.58,126738.42,15-04-2025
1602,New Launch,Instagram,22974,2592,195,15942.02,52628.9,14-03-2025
1603,New Launch,Facebook,9701,434,57,22573.59,92640.42,13-09-2025
1604,New Launch,Facebook,9424,464,30,29823.77,69834.41,23-05-2025
1605,Valentine Offer,Facebook,84920,7988,746,1923.58,5104.86,25-04-2025
1606,Flash Sale,Facebook,31965,2192,159,33336.36,107458.74,05-10-2025
1607,Mega Sale,Google Ads,50587,1223,122,46212.24,214808.74,15-01-2025
1608,Summer Sale,Facebook,49688,4548,573,39348.02,186059.18,11-10-2025
1609,Valentine Offer,Email,55870,6670,494,43067.19,205185.4,21-10-2025
1610,Valentine Offer,LinkedIn,99269,11296,1400,13744.93,66651.35,02-05-2025
1611,New Launch,Google Ads,22284,507,32,40179.86,193412.81,05-10-2025
1612,Brand Awareness,Instagram,43774,3640,401,20335.46,71968.81,04-12-2025
1613,New Launch,Instagram,37835,3960,452,40702.72,142882.7,19-10-2025
1614,Summer Sale,Email,91609,7091,482,42532.04,122767.59,05-01-2025
1615,Winter Sale,Email,66137,1625,139,24530.19,108139.78,30-01-2025
1616,Brand Awareness,Facebook,80965,9309,441,14545.84,51190.42,14-08-2025
1617,Valentine Offer,Google Ads,28567,1627,244,39550.05,86466.5,27-04-2025
1618,Winter Sale,Facebook,87619,4610,288,43690.72,161337.46,02-12-2025
1619,Brand Awareness,Facebook,10046,388,54,25829.24,74211.89,11-10-2025
1620,Flash Sale,Facebook,99025,5714,233,47633.49,236714.17,14-12-2025
1621,New Launch,YouTube,51312,5453,208,30428.36,76952.49,16-08-2025
1622,Brand Awareness,LinkedIn,19835,1442,62,12611.96,30747.94,01-08-2025
1623,Brand Awareness,YouTube,14357,1601,157,43916.8,76577.81,04-07-2025
1624,Mega Sale,Facebook,48907,4321,512,24063.57,117894.76,24-03-2025
1625,Summer Sale,Facebook,53274,1430,116,46585.12,217324.99,08-11-2025
1626,Mega Sale,LinkedIn,32719,1936,188,36072.63,145003.49,26-06-2025
1627,New Launch,Facebook,33163,2214,82,33195.91,58766.18,25-04-2025
1628,Retargeting,LinkedIn,79108,5706,759,31885.89,127193.29,04-03-2025
1629,Retargeting,Email,74174,8021,292,30748,113919.85,12-06-2025
1630,Winter Sale,Instagram,40282,1603,195,15360.2,32675.91,29-04-2025
1631,Valentine Offer,LinkedIn,64745,3872,499,48647.45,186498.65,29-07-2025
1632,Brand Awareness,LinkedIn,52432,1700,141,28462.4,42422.82,05-09-2025
1633,Festival Offer,YouTube,84327,5460,622,39528.9,81947.38,06-05-2025
1634,Flash Sale,Instagram,58427,6690,798,33629.23,117738.41,10-06-2025
1635,Mega Sale,Email,20461,575,69,21630.11,106773.61,20-11-2025
1636,Flash Sale,YouTube,30965,1355,156,1760.1,2920,31-12-2025
1637,Special Discount,Facebook,66585,7416,325,7193.5,9563.67,20-12-2025
1638,Special Discount,Email,26880,836,41,26229.96,84234.28,01-07-2025
1639,New Launch,Instagram,21705,2081,240,28290.1,110488.04,22-06-2025
1640,Brand Awareness,Email,82526,3415,471,3216.65,12889.9,29-07-2025
1641,Festival Offer,LinkedIn,87684,9121,1165,15175.27,45723.13,04-04-2025
1642,Mega Sale,YouTube,99857,11656,1392,5105.69,23502.9,09-07-2025
1643,Mega Sale,Instagram,93330,9296,1054,16701.41,31257.43,19-02-2025
1644,Retargeting,YouTube,35443,1925,183,17714.74,59232.76,18-09-2025
1645,Festival Offer,Facebook,60927,3554,271,19819.32,80818.05,18-04-2025
1646,New Launch,Instagram,61431,5480,448,29181.75,103268.8,26-05-2025
1647,Festival Offer,Instagram,26704,1019,66,14418.58,41350.81,13-05-2025
1648,Winter Sale,YouTube,84451,3427,220,33655.25,58419.18,18-09-2025
1649,Retargeting,YouTube,27131,654,95,45224.52,219223.85,10-04-2025
1650,Mega Sale,Email,5873,617,21,19107.49,43392.78,16-08-2025
1651,New Launch,Email,73274,2498,306,15452.14,24978.95,10-08-2025
1652,New Launch,Instagram,69651,3547,150,43360.63,215662.49,10-02-2025
1653,Flash Sale,Email,34155,3662,147,17028.67,53245.73,19-11-2025
1654,Summer Sale,Email,72219,6949,1003,4630.34,17660.87,21-02-2025
1655,Summer Sale,LinkedIn,97419,10488,964,10329.54,34304.89,18-11-2025
1656,Winter Sale,LinkedIn,6044,371,19,29730.83,134206.05,11-04-2025
1657,Valentine Offer,Instagram,39771,2720,158,24740.85,47279.73,09-03-2025
1658,Winter Sale,Facebook,31027,3220,141,47590.81,212121.56,11-08-2025
1659,Summer Sale,Email,13816,1280,180,30949.64,120640.58,19-12-2025
1660,Brand Awareness,Email,39481,3301,293,31920.29,66774.69,29-09-2025
1661,Valentine Offer,Email,91106,4772,450,42193.9,190933.66,19-11-2025
1662,Winter Sale,Facebook,56407,6025,545,27627.25,64166.65,28-05-2025
1663,Festival Offer,Email,59997,4862,478,13122.42,36932.89,13-06-2025
1664,Valentine Offer,Email,91587,3691,287,35151.46,136328.31,04-11-2025
1665,Winter Sale,Email,59002,6809,444,2419.16,5365.96,01-02-2025
1666,Special Discount,Email,78696,7895,566,13818.66,33260.82,06-08-2025
1667,Brand Awareness,LinkedIn,57255,3280,125,14147.54,56124.85,24-01-2025
1668,Retargeting,Google Ads,45437,4575,556,11844.19,53622.95,17-11-2025
1669,Summer Sale,Email,19459,2330,237,7331.55,23835.72,16-02-2025
1670,Summer Sale,YouTube,97370,7407,583,38575.26,127336.85,18-04-2025
1671,Special Discount,LinkedIn,52460,5435,366,49275.65,216072.07,28-04-2025
1672,Winter Sale,Facebook,43035,2182,256,17243.6,34820.65,19-01-2025
1673,Summer Sale,Google Ads,7625,691,33,25573.47,107590.28,25-05-2025
1674,Summer Sale,Instagram,44513,1088,90,31946.22,121864.16,05-03-2025
1675,Flash Sale,Facebook,54526,6458,603,7428.47,29817.86,09-02-2025
1676,Retargeting,YouTube,14684,1326,145,1987.55,7994.08,19-03-2025
1677,Mega Sale,Instagram,17524,1857,205,39838.38,77217.92,15-06-2025
1678,New Launch,Instagram,60725,5411,185,15805.54,46529,02-12-2025
1679,Special Discount,YouTube,80523,5471,549,15270.69,23725.11,23-05-2025
1680,Summer Sale,Email,68353,3696,469,27126.99,57767.83,21-07-2025
1681,Summer Sale,Email,53855,5554,276,23161.25,78654.26,29-04-2025
1682,Brand Awareness,Google Ads,63600,4301,617,28594.51,104161.52,19-11-2025
1683,Valentine Offer,YouTube,15962,514,50,9293.53,41693.98,08-05-2025
1684,Mega Sale,Google Ads,15995,608,69,31207.94,93603.71,31-01-2025
1685,Festival Offer,Facebook,69673,3457,313,16261.29,40391.42,14-06-2025
1686,Winter Sale,YouTube,95308,11168,1561,20920.18,25547.15,08-09-2025
1687,Valentine Offer,LinkedIn,76511,5624,488,48014.29,100628.8,05-09-2025
1688,New Launch,Email,72427,5992,262,46140.29,130008,07-03-2025
1689,Valentine Offer,Facebook,6785,300,42,37659.29,68974.82,20-01-2025
1690,Festival Offer,LinkedIn,60598,5267,332,31682.08,101174.78,08-10-2025
1691,Flash Sale,LinkedIn,59807,4467,143,15540.8,44366.21,13-12-2025
1692,Festival Offer,Google Ads,40534,2950,253,31139.92,81343.73,29-05-2025
1693,Brand Awareness,YouTube,73583,7082,421,40337.87,194331.01,06-11-2025
1694,Festival Offer,Google Ads,37930,2691,316,11320.24,27787.49,26-09-2025
1695,Valentine Offer,Facebook,98727,9737,312,16566.71,31162.94,03-01-2025
1696,Brand Awareness,Facebook,45873,2454,175,35008.21,113544.92,01-02-2025
1697,Winter Sale,Instagram,86916,9417,602,4271.83,15455.93,18-11-2025
1698,Special Discount,YouTube,6851,334,27,14925.19,69607.22,06-06-2025
1699,Winter Sale,Facebook,53139,6177,597,46781.09,155885.2,31-10-2025
1700,Mega Sale,Facebook,24978,920,120,11605.63,21791.15,06-03-2025
1701,Mega Sale,YouTube,73461,6280,848,38536.66,94592.42,22-05-2025
1702,Winter Sale,Facebook,85725,9470,712,9236.87,38580.44,11-11-2025
1703,New Launch,Facebook,24200,1071,74,24297.74,29180.08,12-03-2025
1704,Flash Sale,YouTube,72070,8053,691,21844.88,65369.02,02-03-2025
1705,Valentine Offer,Instagram,36558,3025,291,19488.17,51936.24,09-06-2025
1706,Winter Sale,Google Ads,73417,4064,392,4831.78,16913.39,21-11-2025
1707,Flash Sale,LinkedIn,41403,1998,274,22424.92,64544.7,03-03-2025
1708,Brand Awareness,Email,78125,8932,1158,32952.51,61833.64,10-12-2025
1709,Winter Sale,Email,50349,4480,352,31231.74,141477.3,11-07-2025
1710,Summer Sale,YouTube,28462,612,43,22661.95,72491.27,08-06-2025
1711,Summer Sale,YouTube,48050,1731,145,45874.55,142698.05,20-05-2025
1712,Flash Sale,Instagram,9394,849,60,32442.03,88032.01,17-11-2025
1713,Mega Sale,LinkedIn,12500,1421,49,43296.08,204564.64,21-08-2025
1714,Retargeting,Facebook,69264,2808,326,37746.86,138179.34,20-01-2025
1715,Festival Offer,Google Ads,53435,1304,195,44818.99,79873.21,12-02-2025
1716,Brand Awareness,Facebook,59994,2177,93,22725.52,88635.1,06-10-2025
1717,Brand Awareness,LinkedIn,41369,2417,80,17300.58,64938.86,28-03-2025
1718,Special Discount,LinkedIn,81919,7638,757,1694.39,6311.74,09-12-2025
1719,Flash Sale,Facebook,13058,394,23,41427.33,128664.9,30-03-2025
1720,Special Discount,Google Ads,63117,1626,118,30817.92,117635.81,22-11-2025
1721,Valentine Offer,YouTube,5422,426,29,28467.41,46894.8,23-12-2025
1722,Festival Offer,LinkedIn,16284,1484,162,5319.94,24942.23,14-02-2025
1723,Festival Offer,Facebook,29334,1886,207,31704.62,40468.03,22-04-2025
1724,Winter Sale,Instagram,88616,7908,708,4982.47,19691.98,15-12-2025
1725,Flash Sale,Google Ads,89189,4913,282,16213.87,42826.99,23-05-2025
1726,Flash Sale,Google Ads,23405,2782,244,21285.16,93102.27,01-04-2025
1727,Brand Awareness,YouTube,43657,2997,446,22540.32,34963.77,06-07-2025
1728,Festival Offer,Facebook,50725,5298,618,41645.5,158700.65,27-10-2025
1729,Special Discount,Instagram,55551,2386,346,28866.85,143649.28,27-11-2025
1730,Retargeting,LinkedIn,94393,6616,410,17766.88,86707.06,18-05-2025
1731,Summer Sale,Facebook,16895,1388,94,13652.48,40646.37,22-09-2025
1732,Brand Awareness,YouTube,91288,4879,632,7850.95,26928.12,13-07-2025
1733,Summer Sale,Google Ads,91285,2379,236,35363.13,127024.15,04-08-2025
1734,Brand Awareness,Instagram,67324,4087,294,32746.18,51764.81,25-03-2025
1735,Mega Sale,Email,66189,5802,364,37850.21,108563.23,31-10-2025
1736,Winter Sale,Instagram,80492,7298,663,36816.79,110434.68,11-07-2025
1737,Winter Sale,YouTube,83766,7210,710,34249.24,80165.78,25-02-2025
1738,Summer Sale,Google Ads,60179,4691,415,47745.12,130002.82,20-09-2025
1739,Winter Sale,YouTube,26808,1767,205,48296.54,230993.47,13-03-2025
1740,Flash Sale,Google Ads,22025,1804,255,48035.75,234762.02,27-06-2025
1741,Winter Sale,Google Ads,65124,4545,305,23568.8,87268.49,04-06-2025
1742,New Launch,LinkedIn,45308,1564,93,12573,24801.8,06-05-2025
1743,New Launch,Email,25203,2778,274,1242.29,2242.9,09-10-2025
1744,Special Discount,Email,95018,8356,965,11412.1,34176.53,28-12-2025
1745,Festival Offer,Email,36816,3861,164,19991.12,48173.71,17-06-2025
1746,Mega Sale,Facebook,42118,4320,532,27171.64,68420.78,24-04-2025
1747,Summer Sale,YouTube,84760,4613,378,19087.5,47555.24,03-11-2025
1748,Summer Sale,Google Ads,57190,1775,218,12273.6,38045.81,04-06-2025
1749,Festival Offer,Instagram,62068,2001,146,19819.26,37330.12,09-06-2025
1750,Special Discount,Google Ads,55700,6645,691,2706.51,13105.86,25-03-2025
1751,New Launch,Instagram,57194,6732,730,41877.39,124237.92,18-12-2025
1752,Brand Awareness,Google Ads,18291,1708,154,40373.96,50324.25,22-10-2025
1753,Special Discount,Email,71449,4573,602,1567.84,5776.72,28-01-2025
1754,Valentine Offer,YouTube,44708,4375,395,37361.19,61296.34,10-07-2025
1755,New Launch,Google Ads,67068,7173,558,42364.25,207276.71,06-08-2025
1756,Summer Sale,Instagram,74692,7715,623,43645.4,65644.19,29-12-2025
1757,Valentine Offer,Email,82352,5871,378,26229.92,92727.4,25-01-2025
1758,Brand Awareness,Facebook,65917,3625,128,6956.02,21289.33,03-11-2025
1759,Summer Sale,YouTube,94966,7949,496,21859.42,82300.41,17-05-2025
1760,Flash Sale,LinkedIn,28426,1769,144,21435.95,62115.52,19-01-2025
1761,Special Discount,Google Ads,83089,3490,286,36863.31,118656.38,31-03-2025
1762,Valentine Offer,Email,16016,1415,66,7176.68,12556.67,21-05-2025
1763,Retargeting,YouTube,50270,4757,391,46019.98,213238.45,23-08-2025
1764,New Launch,Email,10326,362,30,19266.97,33864.62,20-09-2025
1765,Special Discount,Facebook,15323,997,147,32200.31,75591.73,05-04-2025
1766,Special Discount,Facebook,38666,3728,445,37391.56,56135.07,09-04-2025
1767,Winter Sale,LinkedIn,79828,3733,266,31163.49,101243.91,26-01-2025
1768,Flash Sale,LinkedIn,54051,5777,657,11545.25,54895.56,19-12-2025
1769,Festival Offer,LinkedIn,29341,1719,179,33900.54,118569.37,26-05-2025
1770,Festival Offer,Instagram,40740,834,77,11149.68,46514.15,17-05-2025
1771,Summer Sale,LinkedIn,65613,6219,836,16589.81,33860.3,16-06-2025
1772,Valentine Offer,YouTube,33974,940,106,15103.73,58991.06,04-08-2025
1773,Summer Sale,Instagram,88200,7150,768,20062.94,94968.25,24-06-2025
1774,Valentine Offer,Google Ads,46896,3774,534,22774.77,67308.57,30-09-2025
1775,Mega Sale,Facebook,96452,4714,540,13528.94,17893.55,20-11-2025
